transaction_id,user_id,purchase_date,amount_inr,product,status,acquisition_channel,region,device
TXN_391773,USR_00041,2023-02-16,8805.15,Enterprise Plan,completed,Google_Search,West,desktop
TXN_919182,USR_00042,2023-08-29,6120.11,Enterprise Plan,completed,Google_Search,Central,tablet
TXN_232352,USR_00043,2023-01-21,809.67,Basic Plan,completed,Google_Search,South,desktop
TXN_853252,USR_00044,2023-04-22,2407.84,Pro Plan,failed,Organic,East,mobile
TXN_307963,USR_00045,2023-02-25,2163.28,One-Time Purchase,failed,TikTok,North,mobile
TXN_920652,USR_00046,2023-11-18,897.11,Basic Plan,refunded,Meta_Facebook,North,mobile
TXN_457806,USR_00046,2023-12-30,5343.78,Enterprise Plan,failed,Meta_Facebook,North,mobile
TXN_647091,USR_00047,2023-02-24,2152.23,Pro Plan,failed,Organic,East,tablet
TXN_971084,USR_00048,2023-10-03,6610.52,Enterprise Plan,completed,Organic,West,mobile
TXN_290672,USR_00049,2023-05-05,5142.5,Enterprise Plan,completed,Organic,Central,desktop
TXN_835244,USR_00049,2023-06-07,6700.69,Enterprise Plan,refunded,Organic,Central,desktop
TXN_526170,USR_00049,2023-08-01,1627.42,Pro Plan,failed,Organic,Central,desktop
TXN_524045,USR_00050,2023-12-20,545.53,Basic Plan,completed,Organic,West,tablet
TXN_460455,USR_00050,2024-01-24,7365.3,Enterprise Plan,refunded,Organic,West,desktop
TXN_341736,USR_00050,2024-03-19,1572.31,One-Time Purchase,completed,Organic,West,mobile
TXN_897135,USR_00051,2023-10-02,1598.55,One-Time Purchase,refunded,Meta_Facebook,South,tablet
TXN_338533,USR_00051,2023-11-29,915.31,Basic Plan,completed,Meta_Facebook,South,desktop
TXN_680238,USR_00051,2023-12-30,1910.47,Pro Plan,completed,Meta_Facebook,South,desktop
TXN_293319,USR_00052,2023-09-09,2548.96,One-Time Purchase,completed,Google_Search,North,mobile
TXN_819796,USR_00053,2023-09-02,647.19,One-Time Purchase,failed,Google_Search,North,mobile
TXN_224205,USR_00053,2023-10-01,5424.9,Enterprise Plan,completed,Google_Search,North,tablet
TXN_717113,USR_00054,2023-11-13,4568.97,One-Time Purchase,completed,Meta_Facebook,Central,desktop
TXN_264686,USR_00055,2023-01-31,1895.97,Pro Plan,completed,TikTok,North,mobile
TXN_402099,USR_00056,2023-03-22,1667.92,One-Time Purchase,completed,Google_Search,West,tablet
TXN_335729,USR_00057,2023-08-21,2136.71,Pro Plan,refunded,Google_Search,South,tablet
TXN_402630,USR_00058,2023-03-14,7974.22,Enterprise Plan,refunded,Google_Search,North,desktop
TXN_624783,USR_00058,2023-04-10,8497.67,Enterprise Plan,completed,Google_Search,North,tablet
TXN_807053,USR_00059,2023-11-03,5128.32,Enterprise Plan,completed,Google_Search,West,tablet
TXN_563711,USR_00060,2023-12-11,2204.75,Pro Plan,failed,Email,Central,desktop
TXN_449499,USR_00061,2023-04-03,734.01,Basic Plan,completed,TikTok,West,desktop
TXN_138479,USR_00062,2023-06-18,4122.76,One-Time Purchase,refunded,Organic,West,desktop
TXN_639593,USR_00062,2023-07-13,5578.61,Enterprise Plan,completed,Organic,West,mobile
TXN_313446,USR_00063,2023-01-28,3238.42,One-Time Purchase,completed,Meta_Facebook,Central,desktop
TXN_608257,USR_00063,2023-03-24,7189.58,Enterprise Plan,failed,Meta_Facebook,Central,mobile
TXN_335615,USR_00064,2023-11-08,775.13,Basic Plan,completed,Meta_Facebook,South,mobile
TXN_595158,USR_00065,2023-11-28,7076.45,Enterprise Plan,completed,Meta_Facebook,West,mobile
TXN_456385,USR_00066,2023-07-16,637.12,Basic Plan,completed,Meta_Facebook,Central,tablet
TXN_461888,USR_00067,2023-05-25,2168.82,Pro Plan,completed,Email,Central,desktop
TXN_997594,USR_00068,2023-07-13,2356.7,Pro Plan,completed,Organic,East,desktop
TXN_504832,USR_00068,2023-08-04,3613.57,One-Time Purchase,completed,Organic,East,tablet
TXN_204555,USR_00069,2023-01-19,936.1,Basic Plan,completed,Meta_Facebook,Central,tablet
TXN_261859,USR_00069,2023-03-09,2113.97,Pro Plan,failed,Meta_Facebook,Central,mobile
TXN_659543,USR_00070,2023-05-16,924.88,Basic Plan,failed,Email,Central,desktop
TXN_338536,USR_00071,2023-09-07,2445.74,Pro Plan,completed,TikTok,North,tablet
TXN_205389,USR_00071,2023-10-02,879.18,Basic Plan,failed,TikTok,North,desktop
TXN_475876,USR_00072,2023-03-27,8979.72,Enterprise Plan,completed,Email,North,desktop
TXN_739098,USR_00073,2023-08-09,1753.98,Pro Plan,completed,Meta_Facebook,South,desktop
TXN_367729,USR_00074,2023-09-12,3297.15,One-Time Purchase,completed,TikTok,South,tablet
TXN_716113,USR_00075,2023-08-27,719.86,Basic Plan,completed,Email,Central,desktop
TXN_211834,USR_00076,2023-12-20,2998.06,Pro Plan,completed,Email,West,mobile
TXN_819112,USR_00077,2023-10-22,1589.06,One-Time Purchase,refunded,Email,East,tablet
TXN_329642,USR_00078,2023-01-26,2409.6,Pro Plan,completed,TikTok,West,tablet
TXN_707727,USR_00079,2023-12-14,8942.05,Enterprise Plan,completed,Meta_Facebook,North,desktop
TXN_924718,USR_00080,2023-03-09,1124.51,One-Time Purchase,completed,Google_Search,East,tablet
TXN_964749,USR_00080,2023-04-21,9151.36,Enterprise Plan,completed,Google_Search,East,desktop
TXN_809176,USR_00081,2023-06-23,2630.23,Pro Plan,completed,Google_Search,West,tablet
TXN_576877,USR_00082,2023-10-13,631.23,Basic Plan,completed,Email,North,desktop
TXN_443939,USR_00083,2023-11-23,416.62,One-Time Purchase,refunded,Email,North,tablet
TXN_419149,USR_00084,2023-11-22,568.89,Basic Plan,completed,Organic,East,desktop
TXN_803055,USR_00084,2023-12-19,2081.97,Pro Plan,completed,Organic,East,tablet
TXN_134305,USR_00085,2023-03-21,4712.55,One-Time Purchase,completed,Organic,North,tablet
TXN_204180,USR_00085,2023-05-03,4766.61,One-Time Purchase,completed,Organic,North,tablet
TXN_989227,USR_00086,2023-11-27,5948.04,Enterprise Plan,completed,Email,North,desktop
TXN_925206,USR_00087,2023-11-25,6216.84,Enterprise Plan,completed,TikTok,North,tablet
TXN_444519,USR_00088,2023-04-16,2718.58,Pro Plan,completed,Google_Search,Central,mobile
TXN_362829,USR_00088,2023-06-13,2980.29,Pro Plan,refunded,Google_Search,Central,mobile
TXN_282710,USR_00089,2023-01-14,2382.28,Pro Plan,completed,Meta_Facebook,North,desktop
TXN_166645,USR_00089,2023-02-06,2771.6,One-Time Purchase,failed,Meta_Facebook,North,desktop
TXN_862569,USR_00090,2023-09-20,2917.12,Pro Plan,completed,TikTok,North,tablet
TXN_988456,USR_00090,2023-11-12,529.41,Basic Plan,completed,TikTok,North,desktop
TXN_232321,USR_00091,2023-09-09,8040.49,Enterprise Plan,completed,Organic,North,desktop
TXN_203996,USR_00092,2023-10-08,2675.09,One-Time Purchase,completed,Email,West,tablet
TXN_455395,USR_00093,2023-11-30,4473.03,One-Time Purchase,completed,TikTok,South,desktop
TXN_797416,USR_00093,2024-01-14,655.27,Basic Plan,completed,TikTok,South,desktop
TXN_880758,USR_00094,2023-12-18,545.62,Basic Plan,completed,Organic,North,tablet
TXN_886730,USR_00095,2023-10-12,704.4,Basic Plan,failed,Google_Search,Central,desktop
TXN_335137,USR_00096,2023-11-04,1731.1,Pro Plan,completed,Email,East,mobile
TXN_743378,USR_00097,2023-07-08,4271.23,One-Time Purchase,refunded,Google_Search,East,tablet
TXN_836833,USR_00097,2023-09-01,5143.77,Enterprise Plan,completed,Google_Search,East,desktop
TXN_789275,USR_00097,2023-10-12,2803.79,Pro Plan,refunded,Google_Search,East,desktop
TXN_325583,USR_00097,2023-11-05,544.88,Basic Plan,refunded,Google_Search,East,desktop
TXN_914571,USR_00098,2023-08-03,6557.19,Enterprise Plan,completed,Organic,East,tablet
TXN_152179,USR_00098,2023-09-30,576.79,Basic Plan,refunded,Organic,East,tablet
TXN_534303,USR_00098,2023-10-25,2581.61,One-Time Purchase,completed,Organic,East,desktop
TXN_811444,USR_00099,2023-04-21,820.18,One-Time Purchase,failed,TikTok,North,tablet
TXN_728437,USR_00099,2023-06-11,5226.09,Enterprise Plan,completed,TikTok,North,mobile
TXN_403507,USR_00099,2023-07-01,2650.02,Pro Plan,completed,TikTok,North,desktop
TXN_658453,USR_00099,2023-07-28,1124.77,One-Time Purchase,completed,TikTok,North,tablet
TXN_181644,USR_00100,2023-12-09,717.11,Basic Plan,completed,Email,North,desktop
TXN_403578,USR_00100,2024-02-03,3633.65,One-Time Purchase,completed,Email,North,mobile
TXN_582446,USR_00100,2024-03-19,5858.37,Enterprise Plan,refunded,Email,North,tablet
TXN_519902,USR_00100,2024-05-01,620.66,Basic Plan,refunded,Email,North,tablet
TXN_219565,USR_00101,2023-06-08,1613.57,Pro Plan,failed,Email,South,tablet
TXN_954628,USR_00101,2023-07-30,6754.5,Enterprise Plan,failed,Email,South,mobile
TXN_260295,USR_00101,2023-09-03,5985.36,Enterprise Plan,refunded,Email,South,tablet
TXN_896788,USR_00101,2023-09-27,2479.58,One-Time Purchase,refunded,Email,South,tablet
TXN_563688,USR_00102,2023-10-17,2158.64,Pro Plan,completed,TikTok,East,tablet
TXN_159653,USR_00103,2023-10-30,7307.71,Enterprise Plan,completed,Google_Search,East,desktop
TXN_503159,USR_00103,2023-12-07,806.5,Basic Plan,refunded,Google_Search,East,desktop
TXN_625721,USR_00104,2023-10-25,1981.29,Pro Plan,completed,TikTok,North,mobile
TXN_629057,USR_00104,2023-11-17,9910.93,Enterprise Plan,completed,TikTok,North,tablet
TXN_648141,USR_00104,2023-12-18,4956.63,One-Time Purchase,refunded,TikTok,North,tablet
TXN_450905,USR_00105,2023-05-25,893.61,Basic Plan,failed,Organic,West,mobile
TXN_992931,USR_00105,2023-07-05,1634.49,One-Time Purchase,failed,Organic,West,tablet
TXN_832409,USR_00106,2023-06-20,6550.16,Enterprise Plan,failed,Google_Search,Central,tablet
TXN_774751,USR_00106,2023-08-04,653.79,Basic Plan,completed,Google_Search,Central,desktop
TXN_289019,USR_00107,2023-12-17,5090.15,Enterprise Plan,completed,TikTok,North,mobile
TXN_632351,USR_00108,2023-09-06,1614.75,Pro Plan,completed,Meta_Facebook,South,tablet
TXN_237414,USR_00108,2023-10-29,9380.96,Enterprise Plan,refunded,Meta_Facebook,South,tablet
TXN_948343,USR_00108,2023-12-12,2746.02,Pro Plan,refunded,Meta_Facebook,South,mobile
TXN_398768,USR_00109,2023-08-13,2953.38,Pro Plan,refunded,Google_Search,West,tablet
TXN_975679,USR_00109,2023-09-30,1963.2,Pro Plan,completed,Google_Search,West,mobile
TXN_269930,USR_00110,2023-10-20,2662.66,One-Time Purchase,completed,Organic,West,mobile
TXN_489244,USR_00110,2023-12-17,5259.9,Enterprise Plan,completed,Organic,West,tablet
TXN_254506,USR_00111,2023-09-22,1908.19,Pro Plan,refunded,Google_Search,East,desktop
TXN_492127,USR_00112,2023-04-24,549.31,One-Time Purchase,refunded,Organic,East,mobile
TXN_979940,USR_00113,2023-07-17,658.34,Basic Plan,completed,Google_Search,East,tablet
TXN_570392,USR_00114,2023-03-12,2637.26,Pro Plan,completed,Google_Search,East,tablet
TXN_349183,USR_00115,2023-01-10,821.58,One-Time Purchase,completed,Email,South,desktop
TXN_579318,USR_00115,2023-02-06,3302.07,One-Time Purchase,refunded,Email,South,mobile
TXN_550089,USR_00116,2023-09-13,2576.82,Pro Plan,completed,TikTok,Central,mobile
TXN_648913,USR_00117,2023-11-11,2495.56,Pro Plan,completed,Email,South,desktop
TXN_766549,USR_00118,2023-10-06,4403.66,One-Time Purchase,completed,TikTok,Central,desktop
TXN_789023,USR_00119,2023-07-11,671.4,Basic Plan,failed,Email,North,tablet
TXN_970720,USR_00120,2023-06-20,9066.54,Enterprise Plan,completed,Meta_Facebook,North,tablet
TXN_145934,USR_00121,2023-09-03,472.82,One-Time Purchase,completed,Meta_Facebook,South,mobile
TXN_596395,USR_00121,2023-09-25,7575.92,Enterprise Plan,refunded,Meta_Facebook,South,desktop
TXN_386488,USR_00122,2023-01-19,931.9,Basic Plan,completed,Meta_Facebook,East,mobile
TXN_455505,USR_00122,2023-03-03,3792.55,One-Time Purchase,completed,Meta_Facebook,East,mobile
TXN_962287,USR_00123,2023-07-08,669.96,One-Time Purchase,refunded,TikTok,East,mobile
TXN_410000,USR_00123,2023-08-31,539.03,Basic Plan,failed,TikTok,East,desktop
TXN_862120,USR_00124,2023-08-17,1951.27,One-Time Purchase,completed,TikTok,West,desktop
TXN_812413,USR_00125,2023-05-21,7564.43,Enterprise Plan,failed,Google_Search,North,mobile
TXN_347459,USR_00125,2023-06-11,462.56,One-Time Purchase,completed,Google_Search,North,tablet
TXN_571778,USR_00125,2023-07-24,801.55,Basic Plan,failed,Google_Search,North,desktop
TXN_361736,USR_00126,2023-02-09,1776.61,One-Time Purchase,completed,TikTok,South,mobile
TXN_567951,USR_00127,2023-09-13,8873.82,Enterprise Plan,failed,TikTok,West,mobile
TXN_994253,USR_00127,2023-11-11,1239.84,One-Time Purchase,completed,TikTok,West,mobile
TXN_168093,USR_00128,2023-08-20,8338.2,Enterprise Plan,failed,Meta_Facebook,West,tablet
TXN_844031,USR_00128,2023-10-13,9255.81,Enterprise Plan,failed,Meta_Facebook,West,tablet
TXN_348235,USR_00129,2023-11-23,991.57,Basic Plan,completed,Meta_Facebook,East,desktop
TXN_236074,USR_00129,2023-12-14,7336.03,Enterprise Plan,refunded,Meta_Facebook,East,tablet
TXN_601916,USR_00129,2024-01-08,4997.1,One-Time Purchase,failed,Meta_Facebook,East,tablet
TXN_642491,USR_00130,2023-10-22,723.99,Basic Plan,failed,Google_Search,South,desktop
TXN_971776,USR_00131,2023-10-10,2662.46,One-Time Purchase,completed,TikTok,South,mobile
TXN_336422,USR_00131,2023-12-02,1741.95,Pro Plan,failed,TikTok,South,desktop
TXN_659392,USR_00132,2023-02-10,2436.53,Pro Plan,refunded,Email,South,mobile
TXN_143195,USR_00133,2023-10-31,9211.65,Enterprise Plan,refunded,TikTok,South,mobile
TXN_536822,USR_00133,2023-11-25,8254.65,Enterprise Plan,refunded,TikTok,South,tablet
TXN_606404,USR_00133,2024-01-24,8208.54,Enterprise Plan,completed,TikTok,South,mobile
TXN_560959,USR_00134,2023-12-17,843.31,Basic Plan,completed,Organic,East,desktop
TXN_853258,USR_00134,2024-02-05,8032.3,Enterprise Plan,completed,Organic,East,desktop
TXN_380464,USR_00135,2023-03-08,6207.69,Enterprise Plan,completed,Email,Central,desktop
TXN_745270,USR_00135,2023-04-12,644.11,Basic Plan,completed,Email,Central,desktop
TXN_639728,USR_00136,2023-05-08,2643.68,Pro Plan,completed,Meta_Facebook,East,desktop
TXN_711680,USR_00137,2023-09-12,4842.43,One-Time Purchase,completed,Google_Search,North,desktop
TXN_805188,USR_00137,2023-10-05,3107.34,One-Time Purchase,failed,Google_Search,North,desktop
TXN_147440,USR_00138,2023-02-25,8818.28,Enterprise Plan,completed,Organic,South,desktop
TXN_901535,USR_00139,2023-04-10,692.17,Basic Plan,completed,Email,Central,tablet
TXN_684929,USR_00140,2023-11-16,695.95,Basic Plan,completed,TikTok,North,desktop
TXN_140804,USR_00140,2023-12-15,2649.37,One-Time Purchase,completed,TikTok,North,mobile
TXN_270395,USR_00141,2023-09-23,9655.84,Enterprise Plan,completed,Organic,South,desktop
TXN_486251,USR_00142,2023-06-03,7373.46,Enterprise Plan,completed,TikTok,East,desktop
TXN_705693,USR_00143,2023-10-26,9834.35,Enterprise Plan,refunded,Email,North,mobile
TXN_133104,USR_00144,2023-03-29,2731.49,Pro Plan,completed,TikTok,Central,tablet
TXN_533020,USR_00144,2023-04-25,1773.35,One-Time Purchase,completed,TikTok,Central,tablet
TXN_601608,USR_00145,2023-11-10,2340.33,Pro Plan,failed,Organic,North,tablet
TXN_458955,USR_00145,2023-12-24,2188.5,Pro Plan,refunded,Organic,North,tablet
TXN_685196,USR_00146,2023-12-15,2935.01,Pro Plan,completed,Email,Central,desktop
TXN_934042,USR_00147,2023-06-02,7398.02,Enterprise Plan,refunded,Email,South,tablet
TXN_958130,USR_00147,2023-07-09,4509.07,One-Time Purchase,completed,Email,South,desktop
TXN_463188,USR_00147,2023-08-07,9775.57,Enterprise Plan,completed,Email,South,desktop
TXN_876880,USR_00148,2023-04-20,5685.36,Enterprise Plan,refunded,Meta_Facebook,Central,tablet
TXN_205065,USR_00148,2023-05-25,2455.92,Pro Plan,completed,Meta_Facebook,Central,desktop
TXN_600641,USR_00149,2023-02-21,3367.6,One-Time Purchase,completed,Meta_Facebook,North,tablet
TXN_661147,USR_00150,2023-05-28,825.15,Basic Plan,completed,Email,East,tablet
TXN_926236,USR_00151,2023-01-20,997.59,Basic Plan,completed,Meta_Facebook,West,desktop
TXN_398384,USR_00152,2023-05-29,963.23,Basic Plan,completed,Google_Search,North,desktop
TXN_386090,USR_00152,2023-07-22,2775.59,Pro Plan,completed,Google_Search,North,mobile
TXN_295243,USR_00152,2023-08-18,3345.94,One-Time Purchase,failed,Google_Search,North,mobile
TXN_520304,USR_00153,2023-10-18,2720.82,One-Time Purchase,completed,Meta_Facebook,South,tablet
TXN_107161,USR_00153,2023-11-13,2215.18,Pro Plan,completed,Meta_Facebook,South,desktop
TXN_710754,USR_00153,2023-12-27,9769.17,Enterprise Plan,completed,Meta_Facebook,South,tablet
TXN_800224,USR_00153,2024-02-21,8462.84,Enterprise Plan,completed,Meta_Facebook,South,mobile
TXN_329772,USR_00154,2023-07-27,6836.72,Enterprise Plan,completed,TikTok,East,mobile
TXN_593699,USR_00154,2023-09-15,7078.23,Enterprise Plan,refunded,TikTok,East,tablet
TXN_181896,USR_00155,2023-12-07,2781.41,One-Time Purchase,completed,Meta_Facebook,South,tablet
TXN_272529,USR_00155,2024-01-03,2358.05,Pro Plan,completed,Meta_Facebook,South,desktop
TXN_567122,USR_00156,2023-09-24,726.43,One-Time Purchase,refunded,Organic,North,mobile
TXN_685941,USR_00156,2023-11-12,2445.95,One-Time Purchase,completed,Organic,North,desktop
TXN_834406,USR_00157,2023-07-22,521.64,Basic Plan,completed,Email,North,mobile
TXN_903028,USR_00158,2023-02-05,1144.91,One-Time Purchase,completed,Organic,North,tablet
TXN_493892,USR_00158,2023-03-23,2407.12,One-Time Purchase,completed,Organic,North,mobile
TXN_512151,USR_00158,2023-05-16,5592.17,Enterprise Plan,refunded,Organic,North,tablet
TXN_544730,USR_00159,2023-04-25,3464.45,One-Time Purchase,refunded,Google_Search,North,tablet
TXN_902674,USR_00160,2023-05-07,5941.4,Enterprise Plan,failed,Organic,East,mobile
TXN_135207,USR_00161,2023-08-03,1599.94,Pro Plan,refunded,TikTok,North,desktop
TXN_891030,USR_00162,2023-01-25,1400.39,One-Time Purchase,completed,Meta_Facebook,North,mobile
TXN_704095,USR_00162,2023-02-22,6169.81,Enterprise Plan,failed,Meta_Facebook,North,desktop
TXN_331780,USR_00163,2023-12-11,2977.54,Pro Plan,refunded,Email,South,desktop
TXN_682851,USR_00163,2024-01-19,2437.99,Pro Plan,completed,Email,South,desktop
TXN_494747,USR_00164,2023-11-26,2217.82,One-Time Purchase,completed,Organic,Central,mobile
TXN_251363,USR_00164,2024-01-19,1950.1,Pro Plan,failed,Organic,Central,desktop
TXN_446305,USR_00165,2023-08-02,1440.44,One-Time Purchase,completed,TikTok,Central,tablet
TXN_734356,USR_00166,2023-07-09,633.23,Basic Plan,failed,Google_Search,Central,tablet
TXN_417915,USR_00167,2023-04-07,1280.78,One-Time Purchase,completed,TikTok,Central,mobile
TXN_437237,USR_00168,2023-03-02,4600.09,One-Time Purchase,refunded,Organic,South,desktop
TXN_637727,USR_00168,2023-04-15,6541.11,Enterprise Plan,completed,Organic,South,desktop
TXN_312994,USR_00168,2023-06-03,3878.66,One-Time Purchase,completed,Organic,South,desktop
TXN_707275,USR_00169,2023-10-16,7765.56,Enterprise Plan,refunded,Meta_Facebook,South,tablet
TXN_973844,USR_00170,2023-08-02,6149.09,Enterprise Plan,refunded,Email,South,mobile
TXN_933592,USR_00171,2023-12-17,2464.9,One-Time Purchase,failed,Email,East,desktop
TXN_772985,USR_00171,2024-01-16,1164.02,One-Time Purchase,refunded,Email,East,mobile
TXN_150871,USR_00171,2024-03-09,971.59,Basic Plan,failed,Email,East,mobile
TXN_109585,USR_00171,2024-04-24,1600.95,Pro Plan,completed,Email,East,mobile
TXN_678440,USR_00172,2023-01-31,372.94,One-Time Purchase,refunded,TikTok,Central,desktop
TXN_117975,USR_00172,2023-02-20,7677.69,Enterprise Plan,completed,TikTok,Central,tablet
TXN_364679,USR_00173,2023-04-02,1786.9,Pro Plan,refunded,Google_Search,North,desktop
TXN_414546,USR_00174,2023-02-10,2984.35,Pro Plan,completed,Email,West,tablet
TXN_158840,USR_00175,2023-11-29,2071.7,One-Time Purchase,completed,Google_Search,North,tablet
TXN_340927,USR_00176,2023-02-12,946.4,Basic Plan,completed,Organic,West,mobile
TXN_393992,USR_00176,2023-04-09,961.08,Basic Plan,failed,Organic,West,tablet
TXN_960778,USR_00177,2023-04-02,2627.38,Pro Plan,failed,Email,North,desktop
TXN_809922,USR_00177,2023-04-26,2349.04,Pro Plan,completed,Email,North,tablet
TXN_979414,USR_00178,2023-03-13,547.84,Basic Plan,completed,Google_Search,Central,mobile
TXN_614435,USR_00179,2023-11-11,816.06,Basic Plan,completed,TikTok,West,mobile
